0,7,6.0000,6.0000,0.0000,0,0.0559,going
1,6,-11.0000,6.0000,0.0000,0,0.0595,going
2,4,1.0000,2.0000,0.0000,0,0.0459,out
3,4,7.0000,6.0000,0.0000,0,0.0582,out
4,5,-5.0000,2.0000,0.0000,0,0.0601,landed
5,7,-18.0000,2.0000,0.0000,0,0.0573,out
6,7,2.0000,6.0000,0.0000,0,0.0506,going
7,8,8.9000,6.0000,0.0000,0,0.0570,out
8,4,0.0000,6.0000,0.0000,0,0.0596,going
9,4,7.5000,6.0000,0.0000,0,0.0489,going
10,6,5.0000,6.0000,0.0000,0,0.0503,going
11,4,9.0000,6.0000,0.0000,0,0.0573,going
12,7,-9.1000,2.0000,0.0000,0,0.0522,out
13,6,21.0000,6.0000,0.0000,0,0.0498,going
14,9,-14.0000,6.0000,0.0000,0,0.0481,out
15,6,18.9000,6.0000,0.0000,0,0.0528,out
16,7,-14.0000,6.0000,0.0000,0,0.0513,out
17,12,-18.0000,6.0000,0.0000,0,0.0414,out
18,6,-2.6000,6.0000,0.0000,0,0.0474,out
19,9,19.0000,6.0000,0.0000,0,0.0527,out
20,7,-5.0000,2.0000,0.0000,0,0.0571,out
21,8,-1.0000,6.0000,0.0000,0,0.0502,going
22,7,-8.0000,6.0000,0.0000,0,0.0514,going
23,11,21.0000,6.0000,0.0000,0,0.0568,going
24,8,2.0000,6.0000,0.0000,0,0.0565,going
25,3,8.0000,6.0000,0.0000,0,0.0408,going
26,7,-11.0000,2.0000,0.0000,0,0.0505,going
27,7,-10.0000,6.0000,0.0000,0,0.0612,going
28,6,-7.0000,2.0000,0.0000,0,0.0529,going
29,7,12.0000,6.0000,0.0000,0,0.0534,going
30,5,2.5000,6.0000,0.0000,0,0.0544,going
31,5,13.0000,6.0000,0.0000,0,0.0432,out
32,7,17.0000,6.0000,0.0000,0,0.0445,going
33,5,12.0000,6.0000,0.0000,0,0.0527,going
34,4,6.0000,6.0000,0.0000,0,0.0525,going
35,13,5.5000,6.0000,0.0000,0,0.0506,out
36,7,-17.0000,0.0000,0.0000,0,0.0567,out
37,10,-16.0000,6.0000,0.0000,0,0.0517,going
38,6,-16.0000,2.0000,0.0000,0,0.0632,going
39,7,-6.0000,6.0000,0.0000,0,0.0548,landed
40,3,5.0000,6.0000,0.0000,0,0.0503,going
41,10,-15.0000,6.0000,0.0000,0,0.0608,out
42,10,1.0000,6.0000,0.0000,0,0.0579,out
43,8,12.9000,6.0000,0.0000,0,0.0488,going
44,5,6.0000,6.0000,0.0000,0,0.0448,out
45,11,-1.5000,6.0000,0.0000,0,0.0530,going
46,5,-6.0000,6.0000,0.0000,0,0.0555,going
47,8,3.9000,6.0000,0.0000,0,0.0495,out
48,12,-46.0000,2.0000,0.0000,0,0.0466,out
49,6,7.5000,6.0000,0.0000,0,0.0628,going
50,8,-11.0000,6.0000,0.0000,0,0.0503,going
51,9,-3.6000,6.0000,0.0000,0,0.0530,out
52,6,-9.0000,6.0000,0.0000,0,0.0453,going
53,5,-6.0000,2.0000,0.0000,0,0.0468,out
54,3,5.0000,6.0000,0.0000,0,0.0532,going
55,4,6.0000,6.0000,0.0000,0,0.0552,going
56,9,14.0000,6.0000,0.0000,0,0.0519,going
57,7,12.0000,6.0000,0.0000,0,0.0468,going
58,9,-2.0000,6.0000,0.0000,0,0.0545,going
59,6,18.0000,6.0000,0.0000,0,0.0493,out
60,10,-13.5000,6.0000,0.0000,0,0.0536,out
61,6,-18.1000,0.9000,0.0000,0,0.0540,going
62,24,-37.2000,2.0000,0.0000,0,0.0567,out
63,10,-3.5000,2.0000,0.0000,0,0.0602,going
64,5,-7.0000,6.0000,0.0000,0,0.0467,out
65,10,4.0000,6.0000,0.0000,0,0.0583,going
66,6,5.0000,6.0000,0.0000,0,0.0532,going
67,7,18.0000,6.0000,0.0000,0,0.0596,out
68,11,33.9000,6.0000,0.0000,0,0.0545,going
69,9,6.0000,6.0000,0.0000,0,0.0495,out
70,8,20.9000,6.0000,0.0000,0,0.0546,going
71,5,13.0000,6.0000,0.0000,0,0.0529,going
72,12,14.0000,6.0000,0.0000,0,0.0514,landed
73,6,12.5000,6.0000,0.0000,0,0.0600,landed
74,10,18.9000,6.0000,0.0000,0,0.0532,out
75,9,-10.0000,6.0000,0.0000,0,0.0452,out
76,7,21.0000,6.0000,0.0000,0,0.0555,going
77,5,12.0000,6.0000,0.0000,0,0.0481,going
78,9,-21.0000,2.0000,0.0000,0,0.0574,going
79,5,5.5000,6.0000,0.0000,0,0.0487,out
80,9,-14.5000,4.5000,0.0000,0,0.0531,out
81,7,13.5000,6.0000,0.0000,0,0.0552,going
82,6,6.9000,6.0000,0.0000,0,0.0493,going
83,4,9.0000,6.0000,0.0000,0,0.0486,going
84,7,-1.0000,6.0000,0.0000,0,0.0621,going
85,11,-34.0000,6.0000,0.0000,0,0.0529,out
86,8,10.5000,6.0000,0.0000,0,0.0550,going
87,4,6.4000,6.0000,0.0000,0,0.0518,going
88,4,-7.0000,2.0000,0.0000,0,0.0521,going
89,9,14.0000,6.0000,0.0000,0,0.0492,going
90,7,8.0000,6.0000,0.0000,0,0.0589,landed
91,6,9.0000,6.0000,0.0000,0,0.0515,out
92,5,6.0000,6.0000,0.0000,0,0.0480,going
93,7,6.0000,6.0000,0.0000,0,0.0518,out
94,8,-9.6000,2.0000,0.0000,0,0.0552,going
95,5,-6.0000,6.0000,0.0000,0,0.0480,out
96,9,4.5000,6.0000,0.0000,0,0.0570,going
97,4,1.0000,6.0000,0.0000,0,0.0450,going
98,8,-4.0000,6.0000,0.0000,0,0.0528,going
99,6,-1.0000,6.0000,0.0000,0,0.0595,going
